91,6
-7,99
83,-51
-26,-87
6,31
44,22
-22,40
-64,66
40,74
54,-82
-85,79
-8,-90
-88,60
40,-72
20,-12
66,4
25,-31
40,75
-31,55
23,20
-16,-31
81,-53
-15,-60
65,77
45,13
-88,36
-62,-91
-22,63
-7,-5
-100,-47
-75,-63
-99,10
-75,17
-21,-30
18,98
62,47
98,-14
-34,-21
-19,80
40,7
-98,32
45,84
37,-27
-98,26
-97,-81
-9,1
-82,54
73,56
87,-40
-90,64
0,-4
94,37
5,69
7,42
31,-35
-66,-84
63,73
-61,-91
-68,-67
15,64
37,-41
-49,-70
-60,25
-85,-51
-10,13
85,-81
33,97
93,-98
-79,-1
-89,-15
-29,-75
64,-5
-59,-51
66,37
-32,-55
-63,-86
-90,-34
-36,94
-73,-10
24,83
-76,-36
-68,85
34,-50
-57,87
22,85
-6,-49
78,31
-47,39
-41,-61
15,41
-75,83
27,38
51,65
17,44
-68,79
0,-87
-52,-68
45,-58
-83,45
-11,18
-81,65
57,-43
25,-75
-89,2
-78,85
-28,-17
-6,61
-8,-41
4,-31
-91,-86
8,-76
89,85
-29,80
14,-88
67,-67
-54,31
-31,-22
-63,-75
-72,-63
33,-68
78,4
-93,-90
78,-22
-88,-74
6,-88
73,-15
98,41
40,62
-49,-11
61,3
11,6
-35,97
-21,86
60,-9
-27,-81
44,-48
-80,83
74,-24
-57,62
-12,-99
93,1
4,-38
40,34
33,75
2,45
99,-52
46,65
-13,29
-42,19
-47,-37
-54,-27
66,-77
95,13
-37,75
-15,7
-49,84
70,72
-24,-11
5,15
98,-79
-68,26
0,6
61,-37
-91,-27
-62,20
77,82
-24,51
-28,99
67,-6
73,19
-7,46
-5,5
91,-46
-34,-25
18,-22
29,-61
-8,13
89,15
-4,-95
-14,-7
-41,10
-83,81
54,-24
-94,66
90,41
-7,21
49,-19
30,-45
12,-26
97,87
41,98
81,17
-53,-88
-49,89
-60,9
76,6
-78,-78
22,-59
66,-94
2,-69
-21,68
-98,26
92,67
39,-93
-50,21
-21,-80
68,48
-87,94
-94,-75
80,91
82,50
-71,45
88,-97
78,29
-70,5
38,-31
-16,-21
67,39
-62,45
37,-31
75,25
36,68
82,88
75,-16
89,-8
-99,96
70,84
21,-64
13,93
24,28
-7,-17
94,13
48,-32
-76,16
-9,-75
-87,-5
85,-62
95,49
77,51
76,57
-38,-18
73,-34
-33,-23
-90,-94
50,-10
-25,-37
76,-90
-6,35
-15,52
41,93
