-45,-1
-86,-48
41,-26
-79,-36
-21,84
-59,-33
-52,43
-26,-52
-17,64
-33,50
90,99
79,35
-15,24
-33,-54
-41,-15
36,99
-80,-64
-45,36
-81,-100
-29,10
-71,27
16,-74
2,52
81,95
-51,63
13,-53
-50,-94
-50,-3
18,82
-60,-62
82,73
27,-51
-32,46
39,16
-28,26
-27,54
60,-5
7,74
30,-77
-69,-97
81,-3
-69,32
-54,-77
-59,-80
-44,-35
-28,-14
52,-17
30,72
-84,39
-67,-61
-39,21
-77,92
-59,19
18,92
73,70
96,22
-12,73
1,95
-49,-20
7,74
37,-15
-20,92
83,-36
-66,-6
-36,77
95,86
78,-90
-82,-42
-18,24
-6,-90
-77,-60
-86,55
-65,6
84,-84
-11,12
72,48
-94,-62
93,-13
75,88
59,81
-25,47
-25,-52
-12,-83
71,77
93,-64
-93,-35
-72,38
97,86
-91,-67
43,-88
-15,-48
73,-21
-41,84
-35,30
80,85
-10,-68
-27,-50
-57,-50
-39,-88
-83,99
-56,2
-52,55
-60,21
85,-4
-20,61
-98,30
-46,52
78,47
-18,37
55,-26
-46,88
81,21
-77,51
72,-22
-91,85
17,5
-78,-70
-37,55
-76,49
90,-2
-13,74
-56,-18
-23,-60
-25,59
8,50
6,54
-17,-83
66,74
6,45
65,21
71,-60
42,42
26,-4
-47,-72
-82,-5
41,-51
6,42
20,-75
79,-77
-74,17
-7,5
-73,-35
79,28
88,23
63,94
-2,-92
65,-62
-88,4
87,1
-44,-45
30,-48
-79,33
24,-69
88,63
-92,-22
36,66
40,-11
-99,84
-68,1
11,33
-24,-21
81,2
64,89
-65,-4
-54,46
-53,74
-39,14
95,58
-74,-51
-7,70
-71,-36
-80,25
-1,63
58,69
14,-16
-13,50
-60,82
-25,-53
73,32
-59,76
32,-36
-32,18
79,41
36,33
-2,-97
-99,-30
7,-87
56,-18
-51,18
60,-17
-19,79
18,-35
-36,4
-46,74
-71,-11
48,-38
33,-90
-28,-59
60,-29
-39,-22
-10,13
-54,-49
42,-95
-7,60
47,-90
91,-59
-94,-96
-14,-78
47,-54
9,-7
-80,10
-31,33
47,35
-1,-81
-20,-43
-22,-65
65,8
27,81
-49,-10
-61,26
60,33
-48,-31
44,-91
-94,-50
3,-59
29,22
27,33
-60,-20
27,17
62,-46
72,19
-90,-38
73,-75
-84,0
-25,52
4,42
26,-65
66,75
-32,51
-18,-62
-90,-23
81,90
1,-29
19,50
68,-63
-1,-61
61,-12
15,16
-63,-59
27,32
0,-30
94,-62
-86,7
60,-48
41,45
-23,-73
-59,36
28,58
-42,29
58,-4
42,-94
15,79
4,29
85,13
79,-7
-18,-55
93,-81
-2,79
-44,-94
4,86
73,45
-6,-17
71,-91
41,-87
-71,-87
-76,-26
28,-79
-56,44
-70,-17
-95,46
-84,-93
25,33
31,-32
55,-15
67,87
80,-57
5,-70
76,1
-68,-98
-18,-70
-47,21
-28,7
58,27
-40,-20
64,-59
34,-5
-19,39
56,-91
-82,84
-2,-54
-80,72
-41,4
-81,-99
-84,60
-14,-74
-70,-96
71,-3
-12,-6
82,71
95,27
6,-23
-26,42
-30,-43
96,14
-1,79
14,-32
-9,-56
-59,44
-72,50
-82,9
-11,13
-20,82
11,-30
-37,58
2,-73
56,-2
7,-32
-76,-70
70,79
1,33
-99,-20
-55,-65
-50,5
80,-4
-68,-29
2,78
48,3
39,-1
-65,-38
35,93
61,70
-84,-24
-87,22
92,9
88,55
-74,37
89,-28
40,-93
78,-29
86,-66
93,88
-48,-71
-61,-11
46,20
90,-17
44,-72
98,56
-40,58
-68,-13
83,-11
70,-5
-79,-59
14,12
50,95
65,24
31,88
73,-13
-74,-87
-6,-15
-60,-78
-10,-50
-42,33
50,-65
73,-70
-52,58
96,27
16,-16
-83,-92
-87,-58
69,23
-38,-20
-93,42
16,87
35,61
-84,64
31,31
-20,50
19,41
-52,66
-30,24
-28,61
55,-43
-27,-75
-59,-73
76,-83
-25,46
46,-20
-59,-18
62,-32
97,-17
-82,-29
-81,-51
-82,22
-49,24
-77,-82
66,-62
-7,-33
34,-20
-59,-17
78,30
59,25
-10,91
-36,-17
-7,79
72,-26
52,-46
15,86
94,-8
-86,-72
-50,-84
27,-5
23,79
-29,-46
83,2
-59,2
-6,91
36,60
8,72
63,-46
-66,72
77,70
65,75
36,-60
-13,-71
96,-66
64,-22
-58,26
-19,-41
-52,-84
45,25
95,59
-68,-29
-50,-52
-19,59
94,29
-46,14
47,-6
-34,55
-68,-63
-4,73
-91,-34
-85,-86
27,-46
46,-15
56,-93
46,35
85,78
-83,-88
25,44
50,-37
-61,-8
-90,-26
14,-31
37,-75
41,5
95,89
-23,-81
74,-25
55,39
-79,9
6,-67
-76,-53
0,10
-42,-83
-95,86
-82,-43
-80,-97
-31,99
59,81
5,15
97,-30
30,35
29,44
9,-63
-31,83
58,42
-88,-13
-100,-20
68,42
-69,37
-12,69
-93,-80
-27,77
-73,58
-67,-52
-1,-7
83,31
-77,89
67,-75
-30,-1
